Postal Code,Date,Sentiment,Year
80120,4/30/2022,Positive,2022
80121,4/30/2022,Positive,2022
80122,4/30/2022,Positive,2022
80123,4/30/2022,Positive,2022
80124,4/30/2022,Positive,2022
80125,4/30/2022,Negative,2022
80126,4/30/2022,Positive,2022
80127,4/30/2022,Negative,2022
80128,4/30/2022,Negative,2022
80129,4/30/2022,Negative,2022
80130,4/30/2022,Neutral,2022
80131,4/30/2022,Positive,2022
80132,4/30/2022,Neutral,2022
80133,4/30/2022,Negative,2022
80134,4/30/2022,Neutral,2022
80135,4/30/2022,Neutral,2022
80136,4/30/2022,Negative,2022
80137,4/30/2022,Negative,2022
80138,4/30/2022,Neutral,2022
80139,4/30/2022,Negative,2022
80140,4/30/2022,Positive,2022
80141,4/30/2022,Positive,2022
80142,4/30/2022,Positive,2022
80143,4/30/2022,Positive,2022
80144,4/30/2022,Negative,2022
80145,4/30/2022,Positive,2022
80146,4/30/2022,Neutral,2022
80147,4/30/2022,Positive,2022
80148,4/30/2022,Positive,2022
80149,4/30/2022,Positive,2022
80150,4/30/2022,Negative,2022
80151,4/30/2022,Positive,2022
80152,4/30/2022,Positive,2022
80153,4/30/2022,Neutral,2022
80154,4/30/2022,Positive,2022
80155,4/30/2022,Negative,2022
80156,4/30/2022,Positive,2022
80157,4/30/2022,Negative,2022
80158,4/30/2022,Positive,2022
80159,4/30/2022,Negative,2022
80160,4/30/2022,Neutral,2022
80161,4/30/2022,Positive,2022
80162,4/30/2022,Positive,2022
80163,4/30/2022,Negative,2022
80164,4/30/2022,Positive,2022
80165,4/30/2022,Negative,2022
80166,4/30/2022,Negative,2022
80167,4/30/2022,Neutral,2022
80168,4/30/2022,Positive,2022
80169,4/30/2022,Positive,2022
80170,4/30/2022,Negative,2022
80171,4/30/2022,Positive,2022
80172,4/30/2022,Negative,2022
80173,4/30/2022,Positive,2022
80174,4/30/2022,Positive,2022
80175,4/30/2022,Negative,2022
80176,4/30/2022,Positive,2022
80177,4/30/2022,Positive,2022
80178,4/30/2022,Positive,2022
80179,4/30/2022,Positive,2022
80180,4/30/2022,Negative,2022
80181,4/30/2022,Positive,2022
80182,4/30/2022,Positive,2022
80183,4/30/2022,Positive,2022
80184,4/30/2022,Negative,2022
80185,4/30/2022,Neutral,2022
80186,4/30/2022,Negative,2022
80187,4/30/2022,Negative,2022
80188,4/30/2022,Negative,2022
80189,4/30/2022,Positive,2022
80190,4/30/2022,Positive,2022
80191,4/30/2022,Positive,2022
80192,4/30/2022,Positive,2022
80193,4/30/2022,Neutral,2022
80194,4/30/2022,Positive,2022
80195,4/30/2022,Positive,2022
80196,4/30/2022,Neutral,2022
80197,4/30/2022,Positive,2022
80198,4/30/2022,Positive,2022
80199,4/30/2022,Neutral,2022
81001,4/30/2022,Positive,2022
81002,4/30/2022,Positive,2022
81003,4/30/2022,Positive,2022
81004,4/30/2022,Positive,2022
81005,4/30/2022,Neutral,2022
81006,4/30/2022,Neutral,2022
81007,4/30/2022,Negative,2022
81008,4/30/2022,Positive,2022
81009,4/30/2022,Negative,2022
81010,4/30/2022,Negative,2022
81011,4/30/2022,Positive,2022
81012,4/30/2022,Positive,2022
81013,4/30/2022,Negative,2022
81014,4/30/2022,Negative,2022
81015,4/30/2022,Positive,2022
81016,4/30/2022,Positive,2022
81017,4/30/2022,Negative,2022
81018,4/30/2022,Negative,2022
81019,4/30/2022,Positive,2022
81020,4/30/2022,Neutral,2022
81021,4/30/2022,Negative,2022
81022,4/30/2022,Neutral,2022
81023,4/30/2022,Positive,2022
81024,4/30/2022,Positive,2022
81025,4/30/2022,Positive,2022
81026,4/30/2022,Positive,2022
81027,4/30/2022,Negative,2022
81028,4/30/2022,Positive,2022
81029,4/30/2022,Positive,2022
81030,4/30/2022,Positive,2022
81031,4/30/2022,Positive,2022
81032,4/30/2022,Positive,2022
81033,4/30/2022,Negative,2022
81034,4/30/2022,Positive,2022
81035,4/30/2022,Positive,2022
81036,4/30/2022,Positive,2022
81037,4/30/2022,Negative,2022
81038,4/30/2022,Negative,2022
81039,4/30/2022,Negative,2022
81040,4/30/2022,Negative,2022
81041,4/30/2022,Negative,2022
81042,4/30/2022,Positive,2022
81043,4/30/2022,Positive,2022
81044,4/30/2022,Neutral,2022
81045,4/30/2022,Negative,2022
81046,4/30/2022,Neutral,2022
81047,4/30/2022,Negative,2022
81048,4/30/2022,Positive,2022
81049,4/30/2022,Negative,2022
80101,5/31/2022,Neutral,2022
80102,5/31/2022,Positive,2022
80103,5/31/2022,Positive,2022
80104,5/31/2022,Positive,2022
80105,5/31/2022,Neutral,2022
80106,5/31/2022,Positive,2022
80107,5/31/2022,Negative,2022
80108,5/31/2022,Positive,2022
80109,5/31/2022,Positive,2022
80110,5/31/2022,Positive,2022
80111,5/31/2022,Positive,2022
80112,5/31/2022,Neutral,2022
80113,5/31/2022,Negative,2022
80114,5/31/2022,Positive,2022
80115,5/31/2022,Positive,2022
80116,5/31/2022,Neutral,2022
80117,5/31/2022,Neutral,2022
80118,5/31/2022,Negative,2022
80119,5/31/2022,Positive,2022
80120,5/31/2022,Positive,2022
80121,5/31/2022,Positive,2022
80122,5/31/2022,Positive,2022
80123,5/31/2022,Positive,2022
80124,5/31/2022,Positive,2022
80125,5/31/2022,Positive,2022
80126,5/31/2022,Positive,2022
80127,5/31/2022,Negative,2022
80128,5/31/2022,Negative,2022
80129,5/31/2022,Positive,2022
80130,5/31/2022,Positive,2022
80131,5/31/2022,Positive,2022
80132,5/31/2022,Positive,2022
80133,5/31/2022,Positive,2022
80134,5/31/2022,Negative,2022
80135,5/31/2022,Negative,2022
80136,5/31/2022,Positive,2022
80137,5/31/2022,Positive,2022
80138,5/31/2022,Positive,2022
80139,5/31/2022,Positive,2022
80140,5/31/2022,Positive,2022
80141,5/31/2022,Positive,2022
80142,5/31/2022,Negative,2022
80143,5/31/2022,Negative,2022
80144,5/31/2022,Neutral,2022
80145,5/31/2022,Negative,2022
80146,5/31/2022,Positive,2022
80147,5/31/2022,Positive,2022
80148,5/31/2022,Negative,2022
80149,5/31/2022,Positive,2022
80150,5/31/2022,Positive,2022
80151,5/31/2022,Positive,2022
80152,5/31/2022,Neutral,2022
80153,5/31/2022,Positive,2022
80154,5/31/2022,Positive,2022
80155,5/31/2022,Positive,2022
80156,5/31/2022,Negative,2022
80157,5/31/2022,Positive,2022
80158,5/31/2022,Positive,2022
80159,5/31/2022,Positive,2022
80160,5/31/2022,Negative,2022
80161,5/31/2022,Positive,2022
80162,5/31/2022,Positive,2022
80163,5/31/2022,Positive,2022
80164,5/31/2022,Positive,2022
80165,5/31/2022,Positive,2022
80166,5/31/2022,Neutral,2022
80167,5/31/2022,Positive,2022
80168,5/31/2022,Negative,2022
80169,5/31/2022,Neutral,2022
80170,5/31/2022,Positive,2022
80171,5/31/2022,Positive,2022
80172,5/31/2022,Negative,2022
80173,5/31/2022,Positive,2022
80174,5/31/2022,Neutral,2022
80175,5/31/2022,Positive,2022
80176,5/31/2022,Neutral,2022
80177,5/31/2022,Neutral,2022
80178,5/31/2022,Positive,2022
80179,5/31/2022,Negative,2022
80180,5/31/2022,Negative,2022
80181,5/31/2022,Positive,2022
80182,5/31/2022,Positive,2022
80183,5/31/2022,Positive,2022
80184,5/31/2022,Positive,2022
80185,5/31/2022,Neutral,2022
80186,5/31/2022,Positive,2022
80187,5/31/2022,Positive,2022
80188,5/31/2022,Neutral,2022
80189,5/31/2022,Positive,2022
80190,5/31/2022,Positive,2022
80191,5/31/2022,Neutral,2022
80192,5/31/2022,Neutral,2022
80193,5/31/2022,Positive,2022
80194,5/31/2022,Positive,2022
80195,5/31/2022,Positive,2022
80196,5/31/2022,Negative,2022
80197,5/31/2022,Positive,2022
80198,5/31/2022,Negative,2022
80199,5/31/2022,Positive,2022
81001,5/31/2022,Positive,2022
81002,5/31/2022,Positive,2022
81003,5/31/2022,Positive,2022
81004,5/31/2022,Positive,2022
81005,5/31/2022,Positive,2022
81006,5/31/2022,Positive,2022
81007,5/31/2022,Positive,2022
81008,5/31/2022,Positive,2022
81009,5/31/2022,Negative,2022
81010,5/31/2022,Positive,2022
81011,5/31/2022,Positive,2022
81012,5/31/2022,Neutral,2022
81013,5/31/2022,Negative,2022
81014,5/31/2022,Positive,2022
81015,5/31/2022,Positive,2022
81016,5/31/2022,Negative,2022
81017,5/31/2022,Positive,2022
81018,5/31/2022,Neutral,2022
81019,5/31/2022,Positive,2022
81020,5/31/2022,Neutral,2022
81021,5/31/2022,Neutral,2022
81022,5/31/2022,Neutral,2022
81023,5/31/2022,Positive,2022
81024,5/31/2022,Neutral,2022
81025,5/31/2022,Positive,2022
81026,5/31/2022,Positive,2022
81027,5/31/2022,Neutral,2022
81028,5/31/2022,Positive,2022
81029,5/31/2022,Positive,2022
81030,5/31/2022,Positive,2022
81031,5/31/2022,Positive,2022
81032,5/31/2022,Positive,2022
81033,5/31/2022,Positive,2022
81034,5/31/2022,Positive,2022
81035,5/31/2022,Positive,2022
81036,5/31/2022,Positive,2022
81037,5/31/2022,Positive,2022
81038,5/31/2022,Positive,2022
81039,5/31/2022,Negative,2022
81040,5/31/2022,Positive,2022
81041,5/31/2022,Negative,2022
81042,5/31/2022,Positive,2022
81043,5/31/2022,Neutral,2022
81044,5/31/2022,Neutral,2022
81045,5/31/2022,Positive,2022
81046,5/31/2022,Positive,2022
81047,5/31/2022,Positive,2022
81048,5/31/2022,Positive,2022
81049,5/31/2022,Neutral,2022
80101,6/30/2022,Positive,2022
80102,6/30/2022,Positive,2022
80103,6/30/2022,Positive,2022
80104,6/30/2022,Neutral,2022
80105,6/30/2022,Positive,2022
80106,6/30/2022,Positive,2022
80107,6/30/2022,Neutral,2022
80108,6/30/2022,Positive,2022
80109,6/30/2022,Positive,2022
80110,6/30/2022,Neutral,2022
80111,6/30/2022,Neutral,2022
80112,6/30/2022,Positive,2022
80113,6/30/2022,Positive,2022
80114,6/30/2022,Positive,2022
80115,6/30/2022,Positive,2022
80116,6/30/2022,Neutral,2022
80117,6/30/2022,Negative,2022
80118,6/30/2022,Positive,2022
80119,6/30/2022,Positive,2022
80120,6/30/2022,Negative,2022
80121,6/30/2022,Positive,2022
80122,6/30/2022,Negative,2022
80123,6/30/2022,Neutral,2022
80124,6/30/2022,Positive,2022
80125,6/30/2022,Negative,2022
80126,6/30/2022,Negative,2022
80127,6/30/2022,Neutral,2022
80128,6/30/2022,Positive,2022
80129,6/30/2022,Neutral,2022
80130,6/30/2022,Positive,2022
80131,6/30/2022,Positive,2022
80132,6/30/2022,Positive,2022
80133,6/30/2022,Positive,2022
80134,6/30/2022,Positive,2022
80135,6/30/2022,Positive,2022
80136,6/30/2022,Positive,2022
80137,6/30/2022,Positive,2022
80138,6/30/2022,Neutral,2022
80139,6/30/2022,Positive,2022
80140,6/30/2022,Positive,2022
80141,6/30/2022,Positive,2022
80142,6/30/2022,Neutral,2022
80143,6/30/2022,Neutral,2022
80144,6/30/2022,Positive,2022
80145,6/30/2022,Negative,2022
80146,6/30/2022,Positive,2022
80147,6/30/2022,Neutral,2022
80148,6/30/2022,Neutral,2022
80149,6/30/2022,Positive,2022
80150,6/30/2022,Positive,2022
80151,6/30/2022,Positive,2022
80152,6/30/2022,Negative,2022
80153,6/30/2022,Neutral,2022
80154,6/30/2022,Positive,2022
80155,6/30/2022,Positive,2022
80156,6/30/2022,Neutral,2022
80157,6/30/2022,Positive,2022
80158,6/30/2022,Positive,2022
80159,6/30/2022,Positive,2022
80160,6/30/2022,Neutral,2022
80161,6/30/2022,Positive,2022
80162,6/30/2022,Negative,2022
80163,6/30/2022,Positive,2022
80164,6/30/2022,Negative,2022
80165,6/30/2022,Negative,2022
80166,6/30/2022,Positive,2022
80167,6/30/2022,Positive,2022
80168,6/30/2022,Neutral,2022
80169,6/30/2022,Positive,2022
80170,6/30/2022,Positive,2022
80171,6/30/2022,Negative,2022
80172,6/30/2022,Neutral,2022
80173,6/30/2022,Negative,2022
80174,6/30/2022,Positive,2022
80175,6/30/2022,Positive,2022
80176,6/30/2022,Neutral,2022
80177,6/30/2022,Negative,2022
80178,6/30/2022,Neutral,2022
80179,6/30/2022,Positive,2022
80180,6/30/2022,Negative,2022
80181,6/30/2022,Negative,2022
80182,6/30/2022,Negative,2022
80183,6/30/2022,Negative,2022
80184,6/30/2022,Positive,2022
80185,6/30/2022,Negative,2022
80186,6/30/2022,Neutral,2022
80187,6/30/2022,Positive,2022
80188,6/30/2022,Positive,2022
80189,6/30/2022,Positive,2022
80190,6/30/2022,Neutral,2022
80191,6/30/2022,Positive,2022
80192,6/30/2022,Neutral,2022
80193,6/30/2022,Positive,2022
80194,6/30/2022,Positive,2022
80195,6/30/2022,Positive,2022
80196,6/30/2022,Positive,2022
80197,6/30/2022,Negative,2022
80198,6/30/2022,Neutral,2022
80199,6/30/2022,Positive,2022
81001,6/30/2022,Positive,2022
81002,6/30/2022,Positive,2022
81003,6/30/2022,Positive,2022
81004,6/30/2022,Neutral,2022
81005,6/30/2022,Negative,2022
81006,6/30/2022,Negative,2022
81007,6/30/2022,Neutral,2022
81008,6/30/2022,Negative,2022
81009,6/30/2022,Negative,2022
81010,6/30/2022,Positive,2022
81011,6/30/2022,Negative,2022
81012,6/30/2022,Neutral,2022
81013,6/30/2022,Positive,2022
81014,6/30/2022,Neutral,2022
81015,6/30/2022,Positive,2022
81016,6/30/2022,Negative,2022
81017,6/30/2022,Positive,2022
81018,6/30/2022,Positive,2022
81019,6/30/2022,Neutral,2022
81020,6/30/2022,Positive,2022
81021,6/30/2022,Negative,2022
81022,6/30/2022,Positive,2022
81023,6/30/2022,Positive,2022
81024,6/30/2022,Negative,2022
81025,6/30/2022,Positive,2022
81026,6/30/2022,Negative,2022
81027,6/30/2022,Positive,2022
81028,6/30/2022,Positive,2022
81029,6/30/2022,Positive,2022
81030,6/30/2022,Positive,2022
81031,6/30/2022,Negative,2022
81032,6/30/2022,Positive,2022
81033,6/30/2022,Negative,2022
81034,6/30/2022,Neutral,2022
81035,6/30/2022,Positive,2022
81036,6/30/2022,Negative,2022
81037,6/30/2022,Positive,2022
81038,6/30/2022,Negative,2022
81039,6/30/2022,Negative,2022
81040,6/30/2022,Negative,2022
81041,6/30/2022,Negative,2022
81042,6/30/2022,Negative,2022
81043,6/30/2022,Positive,2022
81044,6/30/2022,Negative,2022
81045,6/30/2022,Negative,2022
81046,6/30/2022,Neutral,2022
81047,6/30/2022,Negative,2022
81048,6/30/2022,Positive,2022
81049,6/30/2022,Positive,2022
80101,7/31/2022,Positive,2022
80102,7/31/2022,Positive,2022
80103,7/31/2022,Neutral,2022
80104,7/31/2022,Negative,2022
80105,7/31/2022,Neutral,2022
80106,7/31/2022,Negative,2022
80107,7/31/2022,Negative,2022
80108,7/31/2022,Positive,2022
80109,7/31/2022,Negative,2022
80110,7/31/2022,Positive,2022
80111,7/31/2022,Negative,2022
80112,7/31/2022,Positive,2022
80113,7/31/2022,Negative,2022
80114,7/31/2022,Negative,2022
80115,7/31/2022,Negative,2022
80116,7/31/2022,Negative,2022
80117,7/31/2022,Positive,2022
80118,7/31/2022,Positive,2022
80119,7/31/2022,Positive,2022
80120,7/31/2022,Positive,2022
80121,7/31/2022,Neutral,2022
80122,7/31/2022,Neutral,2022
80123,7/31/2022,Positive,2022
80124,7/31/2022,Neutral,2022
80125,7/31/2022,Positive,2022
80126,7/31/2022,Positive,2022
80127,7/31/2022,Positive,2022
80128,7/31/2022,Neutral,2022
80129,7/31/2022,Positive,2022
80130,7/31/2022,Negative,2022
80131,7/31/2022,Positive,2022
80132,7/31/2022,Neutral,2022
80133,7/31/2022,Positive,2022
80134,7/31/2022,Neutral,2022
80135,7/31/2022,Positive,2022
80136,7/31/2022,Positive,2022
80137,7/31/2022,Positive,2022
80138,7/31/2022,Positive,2022
80139,7/31/2022,Negative,2022
80140,7/31/2022,Positive,2022
80141,7/31/2022,Neutral,2022
80142,7/31/2022,Positive,2022
80143,7/31/2022,Negative,2022
80144,7/31/2022,Positive,2022
80145,7/31/2022,Positive,2022
80146,7/31/2022,Positive,2022
80147,7/31/2022,Neutral,2022
80148,7/31/2022,Neutral,2022
80149,7/31/2022,Positive,2022
80150,7/31/2022,Positive,2022
80151,7/31/2022,Negative,2022
80152,7/31/2022,Positive,2022
80153,7/31/2022,Positive,2022
80154,7/31/2022,Positive,2022
80155,7/31/2022,Positive,2022
80156,7/31/2022,Neutral,2022
80157,7/31/2022,Neutral,2022
80158,7/31/2022,Positive,2022
80159,7/31/2022,Positive,2022
80160,7/31/2022,Neutral,2022
80161,7/31/2022,Positive,2022
80162,7/31/2022,Positive,2022
80163,7/31/2022,Negative,2022
80164,7/31/2022,Negative,2022
80165,7/31/2022,Positive,2022
80166,7/31/2022,Positive,2022
80167,7/31/2022,Negative,2022
80168,7/31/2022,Positive,2022
80169,7/31/2022,Positive,2022
80170,7/31/2022,Positive,2022
80171,7/31/2022,Positive,2022
80172,7/31/2022,Negative,2022
80173,7/31/2022,Positive,2022
80174,7/31/2022,Neutral,2022
80175,7/31/2022,Neutral,2022
80176,7/31/2022,Negative,2022
80177,7/31/2022,Positive,2022
80178,7/31/2022,Positive,2022
80179,7/31/2022,Positive,2022
80180,7/31/2022,Neutral,2022
80181,7/31/2022,Positive,2022
80182,7/31/2022,Negative,2022
80183,7/31/2022,Negative,2022
80184,7/31/2022,Neutral,2022
80185,7/31/2022,Negative,2022
80186,7/31/2022,Positive,2022
80187,7/31/2022,Negative,2022
80188,7/31/2022,Negative,2022
80189,7/31/2022,Positive,2022
80190,7/31/2022,Positive,2022
80191,7/31/2022,Neutral,2022
80192,7/31/2022,Positive,2022
80193,7/31/2022,Negative,2022
80194,7/31/2022,Positive,2022
80195,7/31/2022,Positive,2022
80196,7/31/2022,Positive,2022
80197,7/31/2022,Positive,2022
80198,7/31/2022,Negative,2022
80199,7/31/2022,Positive,2022
81001,7/31/2022,Positive,2022
81002,7/31/2022,Positive,2022
81003,7/31/2022,Positive,2022
81004,7/31/2022,Positive,2022
81005,7/31/2022,Positive,2022
81006,7/31/2022,Negative,2022
81007,7/31/2022,Neutral,2022
81008,7/31/2022,Negative,2022
81009,7/31/2022,Negative,2022
81010,7/31/2022,Positive,2022
81011,7/31/2022,Positive,2022
81012,7/31/2022,Negative,2022
81013,7/31/2022,Positive,2022
81014,7/31/2022,Negative,2022
81015,7/31/2022,Positive,2022
81016,7/31/2022,Positive,2022
81017,7/31/2022,Neutral,2022
81018,7/31/2022,Neutral,2022
81019,7/31/2022,Positive,2022
81020,7/31/2022,Negative,2022
81021,7/31/2022,Negative,2022
81022,7/31/2022,Positive,2022
81023,7/31/2022,Positive,2022
81024,7/31/2022,Negative,2022
81025,7/31/2022,Negative,2022
81026,7/31/2022,Positive,2022
81027,7/31/2022,Neutral,2022
81028,7/31/2022,Negative,2022
81029,7/31/2022,Neutral,2022
81030,7/31/2022,Neutral,2022
81031,7/31/2022,Positive,2022
81032,7/31/2022,Positive,2022
81033,7/31/2022,Positive,2022
81034,7/31/2022,Negative,2022
81035,7/31/2022,Negative,2022
81036,7/31/2022,Positive,2022
81037,7/31/2022,Negative,2022
81038,7/31/2022,Neutral,2022
81039,7/31/2022,Positive,2022
81040,7/31/2022,Positive,2022
81041,7/31/2022,Positive,2022
81042,7/31/2022,Positive,2022
81043,7/31/2022,Neutral,2022
81044,7/31/2022,Neutral,2022
81045,7/31/2022,Neutral,2022
81046,7/31/2022,Positive,2022
81047,7/31/2022,Negative,2022
81048,7/31/2022,Positive,2022
81049,7/31/2022,Positive,2022
80101,8/31/2022,Neutral,2022
80102,8/31/2022,Positive,2022
80103,8/31/2022,Positive,2022
80104,8/31/2022,Neutral,2022
80105,8/31/2022,Negative,2022
80106,8/31/2022,Positive,2022
80107,8/31/2022,Positive,2022
80108,8/31/2022,Positive,2022
80109,8/31/2022,Positive,2022
80110,8/31/2022,Negative,2022
80111,8/31/2022,Negative,2022
80112,8/31/2022,Neutral,2022
80113,8/31/2022,Negative,2022
80114,8/31/2022,Positive,2022
80115,8/31/2022,Neutral,2022
80116,8/31/2022,Negative,2022
80117,8/31/2022,Negative,2022
80118,8/31/2022,Negative,2022
80119,8/31/2022,Positive,2022
80120,8/31/2022,Negative,2022
80121,8/31/2022,Positive,2022
80122,8/31/2022,Negative,2022
80123,8/31/2022,Positive,2022
80124,8/31/2022,Positive,2022
80125,8/31/2022,Positive,2022
80126,8/31/2022,Positive,2022
80127,8/31/2022,Neutral,2022
80128,8/31/2022,Positive,2022
80129,8/31/2022,Neutral,2022
80130,8/31/2022,Positive,2022
80131,8/31/2022,Positive,2022
80132,8/31/2022,Positive,2022
80133,8/31/2022,Negative,2022
80134,8/31/2022,Neutral,2022
80135,8/31/2022,Negative,2022
80136,8/31/2022,Negative,2022
80137,8/31/2022,Negative,2022
80138,8/31/2022,Positive,2022
80139,8/31/2022,Negative,2022
80140,8/31/2022,Negative,2022
80141,8/31/2022,Positive,2022
80142,8/31/2022,Negative,2022
80143,8/31/2022,Neutral,2022
80144,8/31/2022,Negative,2022
80145,8/31/2022,Positive,2022
80146,8/31/2022,Neutral,2022
80147,8/31/2022,Neutral,2022
80148,8/31/2022,Positive,2022
80149,8/31/2022,Neutral,2022
80150,8/31/2022,Positive,2022
80151,8/31/2022,Positive,2022
80152,8/31/2022,Positive,2022
80153,8/31/2022,Positive,2022
80154,8/31/2022,Negative,2022
80155,8/31/2022,Neutral,2022
80156,8/31/2022,Neutral,2022
80157,8/31/2022,Neutral,2022
80158,8/31/2022,Neutral,2022
80159,8/31/2022,Negative,2022
80160,8/31/2022,Positive,2022
80161,8/31/2022,Neutral,2022
80162,8/31/2022,Positive,2022
80163,8/31/2022,Positive,2022
80164,8/31/2022,Neutral,2022
80165,8/31/2022,Positive,2022
80166,8/31/2022,Positive,2022
80167,8/31/2022,Negative,2022
80168,8/31/2022,Positive,2022
80169,8/31/2022,Positive,2022
80170,8/31/2022,Positive,2022
80171,8/31/2022,Positive,2022
80172,8/31/2022,Positive,2022
80173,8/31/2022,Positive,2022
80174,8/31/2022,Neutral,2022
80175,8/31/2022,Positive,2022
80176,8/31/2022,Negative,2022
80177,8/31/2022,Positive,2022
80178,8/31/2022,Negative,2022
80179,8/31/2022,Negative,2022
80180,8/31/2022,Positive,2022
80181,8/31/2022,Positive,2022
80182,8/31/2022,Positive,2022
80183,8/31/2022,Positive,2022
80184,8/31/2022,Neutral,2022
80185,8/31/2022,Negative,2022
80186,8/31/2022,Negative,2022
80187,8/31/2022,Positive,2022
80188,8/31/2022,Positive,2022
80189,8/31/2022,Positive,2022
80190,8/31/2022,Positive,2022
80191,8/31/2022,Positive,2022
80192,8/31/2022,Positive,2022
80193,8/31/2022,Positive,2022
80194,8/31/2022,Positive,2022
80195,8/31/2022,Positive,2022
80196,8/31/2022,Positive,2022
80197,8/31/2022,Negative,2022
80198,8/31/2022,Positive,2022
80199,8/31/2022,Positive,2022
81001,8/31/2022,Neutral,2022
81002,8/31/2022,Positive,2022
81003,8/31/2022,Positive,2022
81004,8/31/2022,Positive,2022
81005,8/31/2022,Positive,2022
81006,8/31/2022,Positive,2022
81007,8/31/2022,Positive,2022
81008,8/31/2022,Neutral,2022
81009,8/31/2022,Negative,2022
81010,8/31/2022,Neutral,2022
81011,8/31/2022,Positive,2022
81012,8/31/2022,Positive,2022
81013,8/31/2022,Neutral,2022
81014,8/31/2022,Positive,2022
81015,8/31/2022,Negative,2022
81016,8/31/2022,Negative,2022
81017,8/31/2022,Positive,2022
81018,8/31/2022,Positive,2022
81019,8/31/2022,Negative,2022
81020,8/31/2022,Positive,2022
81021,8/31/2022,Negative,2022
81022,8/31/2022,Neutral,2022
81023,8/31/2022,Neutral,2022
81024,8/31/2022,Positive,2022
81025,8/31/2022,Positive,2022
81026,8/31/2022,Positive,2022
81027,8/31/2022,Positive,2022
81028,8/31/2022,Negative,2022
81029,8/31/2022,Negative,2022
81030,8/31/2022,Negative,2022
81031,8/31/2022,Positive,2022
81032,8/31/2022,Positive,2022
81033,8/31/2022,Negative,2022
81034,8/31/2022,Positive,2022
81035,8/31/2022,Neutral,2022
81036,8/31/2022,Positive,2022
81037,8/31/2022,Positive,2022
81038,8/31/2022,Neutral,2022
81039,8/31/2022,Positive,2022
81040,8/31/2022,Negative,2022
81041,8/31/2022,Positive,2022
81042,8/31/2022,Positive,2022
81043,8/31/2022,Negative,2022
81044,8/31/2022,Positive,2022
81045,8/31/2022,Positive,2022
81046,8/31/2022,Negative,2022
81047,8/31/2022,Neutral,2022
81048,8/31/2022,Positive,2022
81049,8/31/2022,Neutral,2022
80101,9/30/2022,Positive,2022
80102,9/30/2022,Negative,2022
80103,9/30/2022,Neutral,2022
80104,9/30/2022,Negative,2022
80105,9/30/2022,Positive,2022
80106,9/30/2022,Positive,2022
80107,9/30/2022,Positive,2022
80108,9/30/2022,Neutral,2022
80109,9/30/2022,Positive,2022
80110,9/30/2022,Neutral,2022
80111,9/30/2022,Positive,2022
80112,9/30/2022,Positive,2022
80113,9/30/2022,Positive,2022
80114,9/30/2022,Positive,2022
80115,9/30/2022,Negative,2022
80116,9/30/2022,Positive,2022
80117,9/30/2022,Neutral,2022
80118,9/30/2022,Positive,2022
80119,9/30/2022,Positive,2022
80120,9/30/2022,Positive,2022
80121,9/30/2022,Neutral,2022
80122,9/30/2022,Positive,2022
80123,9/30/2022,Positive,2022
80124,9/30/2022,Negative,2022
80125,9/30/2022,Positive,2022
80126,9/30/2022,Negative,2022
80127,9/30/2022,Positive,2022
80128,9/30/2022,Negative,2022
80129,9/30/2022,Positive,2022
80130,9/30/2022,Positive,2022
80131,9/30/2022,Negative,2022
80132,9/30/2022,Positive,2022
80133,9/30/2022,Positive,2022
80134,9/30/2022,Positive,2022
80135,9/30/2022,Neutral,2022
80136,9/30/2022,Positive,2022
80137,9/30/2022,Positive,2022
80138,9/30/2022,Positive,2022
80139,9/30/2022,Neutral,2022
80140,9/30/2022,Neutral,2022
80141,9/30/2022,Positive,2022
80142,9/30/2022,Positive,2022
80143,9/30/2022,Negative,2022
80144,9/30/2022,Neutral,2022
80145,9/30/2022,Positive,2022
80146,9/30/2022,Positive,2022
80147,9/30/2022,Positive,2022
80148,9/30/2022,Neutral,2022
80149,9/30/2022,Negative,2022
80150,9/30/2022,Negative,2022
80151,9/30/2022,Positive,2022
80152,9/30/2022,Neutral,2022
80153,9/30/2022,Positive,2022
80154,9/30/2022,Positive,2022
80155,9/30/2022,Neutral,2022
80156,9/30/2022,Neutral,2022
80157,9/30/2022,Positive,2022
80158,9/30/2022,Negative,2022
80159,9/30/2022,Positive,2022
80160,9/30/2022,Positive,2022
80161,9/30/2022,Neutral,2022
80162,9/30/2022,Positive,2022
80163,9/30/2022,Positive,2022
80164,9/30/2022,Neutral,2022
80165,9/30/2022,Positive,2022
80166,9/30/2022,Positive,2022
80167,9/30/2022,Positive,2022
80168,9/30/2022,Positive,2022
80169,9/30/2022,Positive,2022
80170,9/30/2022,Negative,2022
80171,9/30/2022,Positive,2022
80172,9/30/2022,Neutral,2022
80173,9/30/2022,Negative,2022
80174,9/30/2022,Negative,2022
80175,9/30/2022,Positive,2022
80176,9/30/2022,Neutral,2022
80177,9/30/2022,Positive,2022
80178,9/30/2022,Negative,2022
80179,9/30/2022,Positive,2022
80180,9/30/2022,Negative,2022
80181,9/30/2022,Neutral,2022
80182,9/30/2022,Positive,2022
80183,9/30/2022,Positive,2022
80184,9/30/2022,Positive,2022
80185,9/30/2022,Positive,2022
80186,9/30/2022,Positive,2022
80187,9/30/2022,Positive,2022
80188,9/30/2022,Negative,2022
80189,9/30/2022,Positive,2022
80190,9/30/2022,Negative,2022
80191,9/30/2022,Negative,2022
80192,9/30/2022,Neutral,2022
